,Open,High,Low,Close,Adj Close,Volume,3MA,5MA
2005-02-11,10100.0,10180.0,10020.0,10120.0,7246.9814453125,25885000,7285.173177083333,7292.8115234375
2005-02-14,10260.0,10440.0,10200.0,10340.0,7404.525390625,28265000,7318.591959635417,7312.86279296875
2005-02-15,10400.0,10420.0,10220.0,10380.0,7433.1669921875,26745000,7361.557942708333,7338.6423828125
2005-02-16,10440.0,10620.0,10360.0,10400.0,7447.48974609375,24010000,7428.39404296875,7367.2865234375
2005-02-17,10340.0,10440.0,10300.0,10340.0,7404.525390625,17510000,7428.39404296875,7387.33779296875
2005-02-18,10360.0,10540.0,10280.0,10540.0,7547.74560546875,18355000,7466.5869140625,7447.490625
2005-02-21,10600.0,10640.0,10480.0,10560.0,7562.06689453125,23430000,7504.779296875,7478.99892578125
2005-02-22,10560.0,10580.0,10360.0,10440.0,7476.13427734375,17855000,7528.64892578125,7487.5923828125
2005-02-23,10280.0,10320.0,10180.0,10220.0,7318.59326171875,19745000,7452.264811197917,7461.8130859375
2005-02-24,10200.0,10400.0,10140.0,10380.0,7433.1669921875,20985000,7409.298177083333,7467.54140625
2005-02-25,10480.0,10580.0,10420.0,10440.0,7476.13427734375,20880000,7409.298177083333,7453.219140625
2005-02-28,10600.0,10620.0,10420.0,10540.0,7547.74560546875,27705000,7485.682291666667,7450.3548828125
2005-03-01,10540.0,10540.0,10540.0,10540.0,7547.74560546875,0,7523.875162760417,7464.6771484375
2005-03-02,10500.0,10560.0,10340.0,10340.0,7404.525390625,27425000,7500.005533854167,7481.86357421875
2005-03-03,10300.0,10520.0,10240.0,10380.0,7433.1669921875,30335000,7461.812662760417,7481.86357421875
2005-03-04,10340.0,10340.0,10160.0,10200.0,7304.26904296875,24410000,7380.65380859375,7447.49052734375
2005-03-07,10300.0,10300.0,10000.0,10140.0,7261.3017578125,29515000,7332.91259765625,7390.2017578125
2005-03-08,10140.0,10160.0,10000.0,10040.0,7189.69091796875,26380000,7251.75390625,7318.5908203125
2005-03-09,9980.0,10000.0,9830.0,10000.0,7161.04833984375,24890000,7204.013671875,7269.89541015625
2005-03-10,10060.0,10160.0,9990.0,9990.0,7153.88916015625,31630000,7168.20947265625,7214.03984375
2005-03-11,10140.0,10380.0,10080.0,10380.0,7433.1669921875,32010000,7249.3681640625,7239.81943359375
2005-03-14,10260.0,10320.0,10160.0,10200.0,7304.26904296875,20845000,7297.1083984375,7248.412890625
2005-03-15,10240.0,10280.0,9980.0,10040.0,7189.69091796875,25030000,7309.042317708333,7248.412890625
2005-03-16,9980.0,10080.0,9910.0,10060.0,7204.013671875,18545000,7232.657877604167,7257.00595703125
2005-03-17,9860.0,9970.0,9840.0,9920.0,7103.7607421875,20875000,7165.82177734375,7246.9802734375
2005-03-18,9860.0,9960.0,9860.0,9900.0,7089.43896484375,12750000,7132.404459635417,7178.23466796875
2005-03-21,9830.0,9980.0,9800.0,9840.0,7046.47216796875,16770000,7079.890625,7126.67529296875
2005-03-22,9860.0,10020.0,9790.0,9920.0,7103.7607421875,15795000,7079.890625,7109.4892578125
2005-03-23,9860.0,9990.0,9830.0,9970.0,7139.56689453125,15920000,7096.599934895833,7096.59990234375
2005-03-24,10020.0,10120.0,9950.0,10060.0,7204.013671875,20100000,7149.11376953125,7116.65048828125
2005-03-25,10100.0,10120.0,10000.0,10100.0,7232.658203125,10875000,7192.07958984375,7145.2943359375
2005-03-28,10200.0,10220.0,10140.0,10200.0,7304.26904296875,8980000,7246.980305989583,7196.8537109375
2005-03-29,10200.0,10220.0,10000.0,10040.0,7189.69091796875,16855000,7242.2060546875,7214.03974609375
2005-03-30,9880.0,9990.0,9880.0,9960.0,7132.4052734375,18145000,7208.788411458333,7212.607421875
2005-03-31,10120.0,10140.0,10020.0,10040.0,7189.69091796875,17335000,7170.595703125,7209.74287109375
2005-04-01,10040.0,10320.0,10000.0,10240.0,7332.9140625,22655000,7218.336751302083,7229.79404296875
2005-04-04,10240.0,10340.0,10200.0,10340.0,7404.525390625,17215000,7309.04345703125,7249.8453125
2005-04-05,10340.0,10340.0,10340.0,10340.0,7404.525390625,0,7380.654947916667,7292.81220703125
2005-04-06,10360.0,10400.0,10200.0,10360.0,7418.84619140625,20505000,7409.298990885417,7350.100390625
2005-04-07,10360.0,10400.0,10300.0,10360.0,7418.84619140625,17855000,7414.072591145833,7395.9314453125
2005-04-08,10480.0,10500.0,10400.0,10440.0,7476.13427734375,13945000,7437.942220052083,7424.57548828125
2005-04-11,10440.0,10440.0,10320.0,10340.0,7404.525390625,9565000,7433.168619791667,7424.57548828125
2005-04-12,10320.0,10400.0,10260.0,10400.0,7447.48974609375,10385000,7442.716471354167,7433.168359375
2005-04-13,10360.0,10400.0,10320.0,10360.0,7418.84619140625,10675000,7423.620442708333,7433.168359375
2005-04-14,10260.0,10280.0,10040.0,10040.0,7189.69091796875,33175000,7352.008951822917,7387.3373046875
2005-04-15,10000.0,10040.0,9780.0,9830.0,7039.3095703125,43345000,7215.948893229167,7299.97236328125
2005-04-18,9470.0,9630.0,9440.0,9520.0,6817.3173828125,43245000,7015.439290364583,7182.53076171875
2005-04-19,9540.0,9600.0,9480.0,9480.0,6788.6748046875,30145000,6881.767252604167,7050.7677734375
2005-04-20,9570.0,9660.0,9380.0,9400.0,6731.38623046875,32885000,6779.126139322917,6913.27578125
2005-04-21,9240.0,9400.0,9150.0,9320.0,6674.09619140625,29320000,6731.3857421875,6810.1568359375
2005-04-22,9500.0,9520.0,9340.0,9340.0,6688.41943359375,16725000,6697.96728515625,6739.97880859375
2005-04-25,9240.0,9490.0,9240.0,9490.0,6795.83447265625,16435000,6719.450032552083,6735.6822265625
2005-04-26,9490.0,9490.0,9420.0,9420.0,6745.70849609375,9375000,6743.32080078125,6727.08896484375
2005-04-27,9260.0,9340.0,9220.0,9280.0,6645.45654296875,20590000,6728.999837239583,6709.90302734375
2005-04-28,9260.0,9270.0,9140.0,9200.0,6588.166015625,19700000,6659.777018229167,6692.7169921875
2005-04-29,9040.0,9130.0,8990.0,9040.0,6473.5859375,29275000,6569.069498697917,6649.75029296875
2005-05-02,9120.0,9160.0,9000.0,9110.0,6523.71630859375,11845000,6528.489420572917,6595.32666015625
2005-05-03,9100.0,9230.0,9050.0,9100.0,6516.5546875,13870000,6504.618977864583,6549.4958984375
2005-05-04,9100.0,9340.0,9100.0,9290.0,6652.61474609375,17315000,6564.295247395833,6550.9275390625
2005-05-05,9290.0,9290.0,9290.0,9290.0,6652.61474609375,0,6607.261393229167,6563.81728515625
2005-05-06,9330.0,9510.0,9330.0,9480.0,6788.6748046875,24680000,6697.968098958333,6626.83505859375
2005-05-09,9500.0,9550.0,9410.0,9500.0,6802.998046875,20035000,6748.095865885417,6682.69140625
2005-05-10,9560.0,9590.0,9510.0,9540.0,6831.64208984375,10675000,6807.771647135417,6745.70888671875
2005-05-11,9500.0,9510.0,9430.0,9440.0,6760.03125,17300000,6798.223795572917,6767.1921875
2005-05-12,9480.0,9600.0,9480.0,9500.0,6802.998046875,20860000,6798.223795572917,6797.26884765625
2005-05-13,9500.0,9700.0,9440.0,9630.0,6896.0908203125,20545000,6819.706705729167,6818.75205078125
2005-05-16,9700.0,9800.0,9680.0,9760.0,6989.18408203125,17350000,6896.090983072917,6855.9892578125
2005-05-17,9800.0,9860.0,9670.0,9790.0,7010.6669921875,18175000,6965.31396484375,6891.79423828125
2005-05-18,9890.0,9900.0,9780.0,9790.0,7010.6669921875,17095000,7003.506022135417,6941.92138671875
2005-05-19,9860.0,10020.0,9850.0,9970.0,7139.56689453125,25435000,7053.633626302083,7009.23515625
2005-05-20,9990.0,10040.0,9900.0,9970.0,7139.56689453125,11685000,7096.600260416667,7057.93037109375
2005-05-23,9920.0,9970.0,9890.0,9960.0,7132.4052734375,8045000,7137.1796875,7086.574609375
2005-05-24,9930.0,9970.0,9860.0,9900.0,7089.43896484375,12750000,7120.470377604167,7102.32900390625
2005-05-25,9870.0,9930.0,9670.0,9690.0,6939.05517578125,21315000,7053.633138020833,7088.006640625
2005-05-26,9630.0,9700.0,9590.0,9640.0,6903.2509765625,13895000,6977.248372395833,7040.74345703125
2005-05-27,9800.0,9860.0,9730.0,9800.0,7017.8271484375,18775000,6953.377766927083,7016.3955078125
2005-05-30,9800.0,9880.0,9800.0,9870.0,7067.95361328125,11435000,6996.343912760417,7003.50517578125
2005-05-31,9850.0,9880.0,9730.0,9780.0,7003.50537109375,22275000,7029.762044270833,6986.31845703125
2005-06-01,9670.0,9790.0,9660.0,9780.0,7003.50537109375,16545000,7024.988118489583,6999.20849609375
2005-06-02,9900.0,9910.0,9750.0,9750.0,6982.0224609375,18320000,6996.344401041667,7014.96279296875
2005-06-03,9760.0,9830.0,9710.0,9760.0,6989.18408203125,17675000,6991.570638020833,7009.2341796875
2005-06-06,9760.0,9760.0,9760.0,9760.0,6989.18408203125,0,6986.796875,6993.4802734375
2005-06-07,9680.0,9700.0,9600.0,9610.0,6881.767578125,24125000,6953.378580729167,6969.13271484375
2005-06-08,9560.0,9620.0,9500.0,9550.0,6838.80078125,26785000,6903.250813802083,6936.191796875
2005-06-09,9510.0,9600.0,9430.0,9600.0,6874.60693359375,37520000,6865.058430989583,6914.70869140625
2005-06-10,9600.0,9890.0,9540.0,9830.0,7039.3095703125,40645000,6917.572428385417,6924.7337890625
2005-06-13,9830.0,9990.0,9830.0,9960.0,7132.4052734375,22765000,7015.440592447917,6953.37802734375
2005-06-14,9960.0,10020.0,9880.0,9930.0,7110.91845703125,19495000,7094.211100260417,6999.208203125
2005-06-15,9930.0,10000.0,9890.0,10000.0,7161.04833984375,22460000,7134.790690104167,7063.65771484375
2005-06-16,10000.0,10040.0,9940.0,9970.0,7139.56689453125,18395000,7137.177897135417,7116.64970703125
2005-06-17,9980.0,9990.0,9830.0,9870.0,7067.95361328125,23945000,7122.856282552083,7122.378515625
2005-06-20,9870.0,9880.0,9790.0,9810.0,7024.98681640625,16605000,7077.50244140625,7100.89482421875
2005-06-21,9810.0,9830.0,9720.0,9760.0,6989.18408203125,20260000,7027.374837239583,7076.54794921875
2005-06-22,9760.0,9880.0,9740.0,9860.0,7060.794921875,19650000,7024.988606770833,7056.497265625
2005-06-23,9860.0,9980.0,9840.0,9960.0,7132.4052734375,25990000,7060.794759114583,7055.06494140625
2005-06-24,9920.0,9920.0,9780.0,9820.0,7032.15087890625,21780000,7075.117024739583,7047.90439453125
2005-06-27,9780.0,9780.0,9660.0,9770.0,6996.345703125,28050000,7053.633951822917,7042.176171875
2005-06-28,9770.0,9810.0,9710.0,9790.0,7010.6669921875,18530000,7013.054524739583,7046.47275390625
2005-06-29,9800.0,9850.0,9760.0,9800.0,7017.8271484375,19185000,7008.279947916667,7037.87919921875
2005-06-30,9800.0,9960.0,9800.0,9880.0,7075.1162109375,19835000,7034.536783854167,7026.42138671875
2005-07-01,9880.0,10020.0,9860.0,10020.0,7175.3671875,26555000,7089.436848958333,7055.0646484375
2005-07-04,10100.0,10180.0,10020.0,10060.0,7204.013671875,15655000,7151.4990234375,7096.5982421875
2005-07-05,10080.0,10140.0,10000.0,10040.0,7189.69091796875,9300000,7189.690592447917,7132.40302734375
2005-07-06,10060.0,10140.0,10060.0,10080.0,7218.33740234375,13455000,7204.013997395833,7172.505078125
2005-07-07,10080.0,10380.0,10080.0,10320.0,7390.203125,31910000,7266.0771484375,7235.5224609375
2005-07-08,10340.0,10440.0,10320.0,10320.0,7390.203125,19665000,7332.91455078125,7278.4896484375
2005-07-11,10500.0,10700.0,10500.0,10660.0,7633.68017578125,34585000,7471.362141927083,7364.42294921875
2005-07-12,10800.0,10960.0,10740.0,10820.0,7748.25634765625,46835000,7590.713216145833,7476.13603515625
2005-07-13,10860.0,10940.0,10780.0,10940.0,7834.185546875,25465000,7738.707356770833,7599.3056640625
2005-07-14,10980.0,11020.0,10940.0,10940.0,7834.185546875,28885000,7805.54248046875,7688.1021484375
2005-07-15,10960.0,11000.0,10780.0,10840.0,7762.57568359375,26105000,7810.315592447917,7762.57666015625
2005-07-18,10860.0,11040.0,10820.0,10980.0,7862.83203125,21220000,7819.864420572917,7808.40703125
2005-07-19,11000.0,11240.0,10980.0,11220.0,8034.6962890625,33785000,7886.701334635417,7865.69501953125
2005-07-20,11240.0,11340.0,11100.0,11160.0,7991.72900390625,30025000,7963.085774739583,7897.2037109375
2005-07-21,11300.0,11360.0,11160.0,11260.0,8063.34033203125,26780000,8029.921875,7943.03466796875
2005-07-22,11180.0,11200.0,10920.0,11040.0,7905.7978515625,27575000,7986.955729166667,7971.6791015625
2005-07-25,11040.0,11140.0,11040.0,11100.0,7948.763671875,18455000,7972.633951822917,7988.8654296875
2005-07-26,11120.0,11160.0,10940.0,11020.0,7891.4755859375,20630000,7915.345703125,7960.2212890625
2005-07-27,11040.0,11180.0,10960.0,11020.0,7891.4755859375,18430000,7910.571614583333,7940.17060546875
2005-07-28,11040.0,11320.0,11040.0,11200.0,8020.375,23655000,7934.442057291667,7931.5775390625
2005-07-29,11320.0,11320.0,11200.0,11300.0,8091.98486328125,17875000,8001.278483072917,7968.81494140625
2005-08-01,11320.0,11380.0,11220.0,11380.0,8149.2705078125,16470000,8087.210123697917,8008.91630859375
2005-08-02,11400.0,11420.0,11240.0,11360.0,8134.951171875,14250000,8125.402180989583,8057.61142578125
2005-08-03,11500.0,11540.0,11360.0,11360.0,8134.951171875,23635000,8139.724283854167,8106.30654296875
2005-08-04,11360.0,11380.0,11200.0,11320.0,8106.30908203125,18370000,8125.40380859375,8123.493359375
2005-08-05,11220.0,11220.0,10960.0,11060.0,7920.11962890625,30100000,8053.793294270833,8089.1203125
2005-08-08,11040.0,11040.0,10860.0,11020.0,7891.4755859375,18285000,7972.634765625,8037.561328125
2005-08-09,11020.0,11060.0,10900.0,11000.0,7877.15185546875,20325000,7896.2490234375,7986.00146484375
2005-08-10,11100.0,11240.0,11060.0,11100.0,7948.763671875,16480000,7905.797037760417,7948.76396484375
2005-08-11,11100.0,11400.0,11100.0,11340.0,8120.62744140625,19885000,7982.180989583333,7951.62763671875
2005-08-12,11380.0,11580.0,11380.0,11560.0,8278.1728515625,24480000,8115.854654947917,8023.23828125
2005-08-15,11560.0,11560.0,11560.0,11560.0,8278.1728515625,0,8225.65771484375,8100.577734375
2005-08-16,11560.0,11640.0,11380.0,11440.0,8192.2373046875,26040000,8249.527669270834,8163.59482421875
2005-08-17,11320.0,11440.0,11200.0,11440.0,8192.2373046875,20420000,8220.882486979166,8212.28955078125
2005-08-18,11440.0,11460.0,11060.0,11100.0,7948.763671875,33515000,8111.079427083333,8177.916796875
2005-08-19,11100.0,11120.0,10980.0,11060.0,7920.11962890625,20935000,8020.37353515625,8106.30615234375
2005-08-22,11060.0,11400.0,11060.0,11260.0,8063.34033203125,19550000,7977.407877604167,8063.3396484375
2005-08-23,11280.0,11380.0,11200.0,11240.0,8049.01708984375,18770000,8010.82568359375,8034.69560546875
2005-08-24,11240.0,11260.0,10980.0,11120.0,7963.0869140625,23985000,8025.148111979167,7988.86552734375
2005-08-25,11060.0,11100.0,10880.0,11040.0,7905.7978515625,24360000,7972.633951822917,7980.27236328125
2005-08-26,11040.0,11120.0,10980.0,10980.0,7862.83203125,18915000,7910.572265625,7968.81484375
2005-08-29,10840.0,10840.0,10720.0,10800.0,7733.9296875,18275000,7834.1865234375,7902.93271484375
2005-08-30,10880.0,10960.0,10660.0,10820.0,7748.25634765625,14915000,7781.672688802083,7842.78056640625
2005-08-31,10680.0,10920.0,10680.0,10880.0,7791.21875,12205000,7757.801595052083,7808.40693359375
2005-09-01,10980.0,11040.0,10940.0,10980.0,7862.83203125,11970000,7800.76904296875,7799.81376953125
2005-09-02,10980.0,11140.0,10960.0,11080.0,7934.4423828125,12190000,7862.8310546875,7814.13583984375
2005-09-05,11160.0,11260.0,11100.0,11220.0,8034.6962890625,10920000,7943.990234375,7874.28916015625
2005-09-06,11260.0,11520.0,11260.0,11380.0,8149.2705078125,19050000,8039.4697265625,7954.4919921875
2005-09-07,11520.0,11640.0,11520.0,11580.0,8292.4921875,17565000,8158.819661458333,8054.7466796875
2005-09-08,11700.0,11860.0,11600.0,11740.0,8407.072265625,34625000,8282.944986979166,8163.5947265625
2005-09-09,11700.0,11820.0,11660.0,11780.0,8435.71875,13105000,8378.427734375,8263.85
2005-09-12,11880.0,12000.0,11780.0,11780.0,8435.71875,20070000,8426.169921875,8344.0544921875
2005-09-13,11800.0,12200.0,11780.0,12120.0,8679.1865234375,34885000,8516.874674479166,8450.0376953125
2005-09-14,12100.0,12300.0,12040.0,12260.0,8779.4453125,25585000,8631.4501953125,8547.4283203125
2005-09-15,12100.0,12380.0,12080.0,12140.0,8693.5146484375,29035000,8717.382161458334,8604.716796875
2005-09-16,12080.0,12120.0,11760.0,11860.0,8493.0,30625000,8655.319986979166,8616.173046875
2005-09-19,11860.0,11860.0,11860.0,11860.0,8493.0,0,8559.838216145834,8627.629296875
2005-09-20,12000.0,12060.0,11840.0,11860.0,8493.0,28045000,8493.0,8590.3919921875
2005-09-21,11920.0,12120.0,11900.0,12020.0,8607.578125,19085000,8531.192708333334,8556.0185546875
2005-09-22,11860.0,12000.0,11840.0,12000.0,8593.2578125,16000000,8564.611979166666,8535.9671875
2005-09-23,11840.0,11980.0,11660.0,11700.0,8378.4296875,18675000,8526.421875,8513.053125
2005-09-26,11720.0,12000.0,11720.0,11940.0,8550.2890625,21895000,8507.325520833334,8524.5109375
2005-09-27,11960.0,11980.0,11800.0,11860.0,8493.0,15910000,8473.90625,8524.5109375
2005-09-28,11800.0,12000.0,11740.0,11960.0,8564.611328125,13505000,8535.966796875,8515.917578125
2005-09-29,11880.0,11980.0,11800.0,11860.0,8493.0,18509700,8516.870442708334,8495.866015625
2005-09-30,11880.0,12000.0,11760.0,11760.0,8421.392578125,21192950,8493.001302083334,8504.45859375
2005-10-03,11760.0,11760.0,11760.0,11760.0,8421.392578125,0,8445.26171875,8478.679296875
2005-10-04,11800.0,12140.0,11800.0,12060.0,8636.2236328125,26986050,8493.0029296875,8507.3240234375
2005-10-05,12080.0,12280.0,11960.0,12020.0,8607.578125,21874300,8555.064778645834,8515.9173828125
2005-10-06,11900.0,11900.0,11700.0,11740.0,8407.072265625,20716650,8550.291341145834,8498.7318359375
2005-10-07,11560.0,11760.0,11520.0,11660.0,8349.7841796875,25602800,8454.8115234375,8484.41015625
2005-10-10,11680.0,11940.0,11660.0,11860.0,8493.0,15080150,8416.618815104166,8498.731640625
2005-10-11,11760.0,11980.0,11740.0,11960.0,8564.611328125,10695550,8469.1318359375,8484.4091796875
2005-10-12,11860.0,11880.0,11540.0,11560.0,8278.1728515625,26597200,8445.261393229166,8418.528125
2005-10-13,11420.0,11480.0,11160.0,11300.0,8091.98486328125,36035800,8311.589680989584,8355.51064453125
2005-10-14,11300.0,11440.0,11200.0,11300.0,8091.98486328125,31305500,8154.047526041667,8303.95078125
2005-10-17,11200.0,11380.0,11200.0,11260.0,8063.34033203125,17525000,8082.436686197917,8218.01884765625
2005-10-18,11280.0,11380.0,11260.0,11320.0,8106.30908203125,17588650,8087.21142578125,8126.3583984375
2005-10-19,11200.0,11220.0,11000.0,11040.0,7905.7978515625,18547750,8025.149088541667,8051.8833984375
2005-10-20,11200.0,11220.0,11040.0,11120.0,7963.0869140625,17849800,7991.731282552083,8026.10380859375
2005-10-21,11000.0,11320.0,10980.0,11280.0,8077.66455078125,20033250,7982.18310546875,8023.23974609375
2005-10-24,11320.0,11420.0,11220.0,11320.0,8106.30908203125,16487150,8049.020182291667,8031.83349609375
2005-10-25,11440.0,11560.0,11280.0,11300.0,8091.98486328125,18269150,8091.986165364583,8028.96865234375
2005-10-26,11240.0,11320.0,11180.0,11260.0,8063.34033203125,15002350,8087.21142578125,8060.4771484375
2005-10-27,11260.0,11360.0,11120.0,11160.0,7991.72900390625,19331000,8049.01806640625,8066.20556640625
2005-10-28,10980.0,11020.0,10900.0,10920.0,7819.86376953125,21614800,7958.31103515625,8014.64541015625
2005-10-31,10980.0,11100.0,10960.0,11060.0,7920.11962890625,19203500,7910.57080078125,7977.40751953125
2005-11-01,11200.0,11360.0,11180.0,11300.0,8091.98486328125,29155950,7943.989420572917,7977.40751953125
2005-11-02,11280.0,11600.0,11280.0,11500.0,8235.2060546875,15716000,8082.436848958333,8011.7806640625
2005-11-03,11760.0,11840.0,11700.0,11740.0,8407.072265625,22394000,8244.75439453125,8094.84931640625
2005-11-04,11940.0,12000.0,11860.0,11980.0,8578.9384765625,24807150,8407.072265625,8246.6642578125
2005-11-07,12040.0,12060.0,11820.0,11960.0,8564.611328125,12834600,8516.8740234375,8375.56259765625
2005-11-08,12000.0,12060.0,11940.0,12040.0,8621.8994140625,12065550,8588.483072916666,8481.5455078125
2005-11-09,12020.0,12140.0,11920.0,12000.0,8593.2578125,14940450,8593.256184895834,8553.155859375
2005-11-10,12020.0,12140.0,11980.0,12100.0,8664.869140625,17080450,8626.675455729166,8604.715234375
2005-11-11,12340.0,12480.0,12280.0,12360.0,8851.056640625,29524650,8703.061197916666,8659.1388671875
2005-11-14,12420.0,12580.0,12320.0,12520.0,8965.6337890625,20931600,8827.1865234375,8739.343359375
2005-11-15,12520.0,12580.0,12220.0,12400.0,8879.7021484375,14063750,8898.797526041666,8790.90390625
2005-11-16,12320.0,12600.0,12320.0,12600.0,9022.9208984375,14038850,8956.085611979166,8876.8365234375
2005-11-17,12540.0,12560.0,12380.0,12480.0,8936.990234375,12542600,8946.537760416666,8931.2607421875
2005-11-18,12500.0,12600.0,12380.0,12520.0,8965.6337890625,14163300,8975.181640625,8954.176171875
2005-11-21,12640.0,12640.0,12240.0,12360.0,8851.056640625,24063600,8917.8935546875,8931.2607421875
2005-11-22,12220.0,12240.0,11740.0,11840.0,8478.6826171875,45564250,8765.124348958334,8851.0568359375
2005-11-23,12000.0,12260.0,11980.0,12140.0,8693.5146484375,42389900,8674.41796875,8785.1755859375
2005-11-24,12360.0,12360.0,12100.0,12160.0,8707.837890625,15155400,8626.678385416666,8739.3451171875
2005-11-25,12160.0,12220.0,11920.0,12000.0,8593.2578125,15658550,8664.8701171875,8664.869921875
2005-11-28,12000.0,12060.0,11920.0,12020.0,8607.578125,9434350,8636.224609375,8616.17421875
2005-11-29,11960.0,12040.0,11760.0,11880.0,8507.3251953125,17159050,8569.387044270834,8621.902734375
2005-11-30,11860.0,12080.0,11860.0,12000.0,8593.2578125,17308450,8569.387044270834,8601.8513671875
2005-12-01,11920.0,12160.0,11900.0,12100.0,8664.869140625,19357700,8588.484049479166,8593.2576171875
2005-12-02,12400.0,12460.0,12280.0,12340.0,8836.7333984375,19342900,8698.286783854166,8641.952734375
2005-12-05,12440.0,12500.0,12360.0,12460.0,8922.666015625,12418300,8808.089518229166,8704.9703125
2005-12-06,12380.0,12620.0,12340.0,12600.0,9022.9208984375,21114200,8927.440104166666,8808.089453125
2005-12-07,12600.0,12900.0,12480.0,12780.0,9151.8212890625,26531300,9032.469401041666,8919.8021484375
2005-12-08,12700.0,12800.0,12520.0,12640.0,9051.56640625,26904650,9075.436197916666,8997.1416015625
2005-12-09,12560.0,12620.0,12260.0,12420.0,8894.021484375,23027250,9032.4697265625,9008.59921875
2005-12-12,12440.0,12560.0,12340.0,12360.0,8851.056640625,18588950,8932.21484375,8994.27734375
2005-12-13,12420.0,12460.0,12260.0,12400.0,8879.7021484375,16596150,8874.9267578125,8965.63359375
2005-12-14,12440.0,12540.0,12160.0,12220.0,8750.8037109375,26300350,8827.1875,8885.430078125
2005-12-15,12180.0,12320.0,12020.0,12180.0,8722.1513671875,18607050,8784.219075520834,8819.5470703125
2005-12-16,12120.0,12120.0,11860.0,12000.0,8593.2578125,29408600,8688.737630208334,8759.3943359375
2005-12-19,12140.0,12280.0,12040.0,12180.0,8722.1513671875,17987750,8679.186848958334,8733.61328125
2005-12-20,12060.0,12280.0,12040.0,12240.0,8765.123046875,17198500,8693.5107421875,8710.6974609375
2005-12-21,12280.0,12700.0,12280.0,12560.0,8994.2763671875,25337350,8827.18359375,8759.3919921875
2005-12-22,12700.0,12940.0,12620.0,12680.0,9080.2119140625,28095000,8946.537109375,8831.0041015625
2005-12-23,12840.0,13040.0,12720.0,12900.0,9237.751953125,28658350,9104.080078125,8959.9029296875
2005-12-26,13000.0,13260.0,12980.0,13080.0,9366.6494140625,17830000,9228.204427083334,9088.8025390625
2005-12-27,13180.0,13280.0,12960.0,13220.0,9466.9052734375,18003350,9357.102213541666,9229.158984375
2005-12-28,13160.0,13260.0,13100.0,13220.0,9466.9052734375,21403250,9433.486653645834,9323.684765625
2005-12-29,13200.0,13400.0,13140.0,13160.0,9423.9404296875,20916500,9452.583658854166,9392.43046875
2006-01-02,13280.0,13360.0,13120.0,13200.0,9452.5830078125,16985900,9447.8095703125,9435.3966796875
2006-01-03,13200.0,13320.0,13120.0,13280.0,9509.875,17385550,9462.1328125,9464.041796875
2006-01-04,13500.0,14000.0,13460.0,13940.0,9982.5009765625,38604500,9648.319661458334,9567.1609375
2006-01-05,13900.0,13900.0,13420.0,13580.0,9724.7060546875,25783750,9739.02734375,9618.72109375
2006-01-06,13700.0,13760.0,13580.0,13680.0,9796.314453125,17394550,9834.507161458334,9693.1958984375
2006-01-09,13900.0,13940.0,13660.0,13740.0,9839.2783203125,14995150,9786.766276041666,9770.5349609375
2006-01-10,13900.0,14020.0,13760.0,14020.0,10039.7880859375,23642650,9891.793619791666,9876.517578125
2006-01-11,13860.0,13960.0,13580.0,13680.0,9796.314453125,17463600,9891.793619791666,9839.2802734375
2006-01-12,13680.0,13840.0,13620.0,13720.0,9824.9609375,20117150,9887.021158854166,9859.33125
2006-01-13,13540.0,13880.0,13360.0,13840.0,9910.890625,23698600,9844.055338541666,9882.246484375
2006-01-16,14000.0,14140.0,13920.0,14120.0,10111.3984375,19141550,9949.083333333334,9936.6705078125
2006-01-17,14140.0,14420.0,13940.0,13940.0,9982.5009765625,21328900,10001.5966796875,9925.2130859375
2006-01-18,13700.0,13780.0,13460.0,13600.0,9739.0283203125,30346800,9944.309244791666,9913.755859375
2006-01-19,13640.0,13900.0,13600.0,13800.0,9882.248046875,19527000,9867.92578125,9925.21328125
2006-01-20,14040.0,14160.0,13700.0,13740.0,9839.2783203125,23040500,9820.184895833334,9910.8908203125
2006-01-23,13540.0,13900.0,13420.0,13700.0,9810.63671875,26815250,9844.054361979166,9850.7384765625
2006-01-24,13660.0,14000.0,13600.0,13940.0,9982.5009765625,29027200,9877.472005208334,9850.7384765625
2006-01-25,14180.0,14400.0,14100.0,14220.0,10183.0107421875,29240350,9992.049479166666,9939.5349609375
2006-01-26,14280.0,14360.0,14100.0,14340.0,10268.94140625,18556250,10144.817708333334,10016.8736328125
2006-01-27,14400.0,14480.0,14260.0,14400.0,10311.9091796875,15678300,10254.620442708334,10111.3998046875
2006-01-31,14460.0,14820.0,14380.0,14800.0,10598.3515625,22323350,10393.0673828125,10268.9427734375
2006-02-01,14700.0,14860.0,14460.0,14580.0,10440.806640625,22008350,10450.355794270834,10360.60390625
2006-02-02,14760.0,14780.0,14400.0,14500.0,10383.5185546875,19091550,10474.2255859375,10400.70546875
2006-02-03,14360.0,14360.0,14040.0,14080.0,10082.755859375,22207700,10302.3603515625,10363.468359375
2006-02-06,14000.0,14120.0,13860.0,14120.0,10111.3984375,21292250,10192.5576171875,10323.3662109375
2006-02-07,14180.0,14600.0,14120.0,14120.0,10111.3984375,16585550,10101.850911458334,10225.9755859375
2006-02-08,14000.0,14180.0,13700.0,13820.0,9896.568359375,19114600,10039.788411458334,10117.1279296875
2006-02-09,13920.0,13940.0,13740.0,13860.0,9925.212890625,18383250,9977.7265625,10025.466796875
