,Open,High,Low,Close,Adj Close,Volume,MA3,MA5
2004-12-20,8740.0,8920.0,8740.0,8900.0,6373.33544921875,17350000,8860.0,8680.0
2004-12-21,8920.0,8940.0,8800.0,8920.0,6387.65625,14980000,8900.0,8814.0
2004-12-22,8970.0,8990.0,8840.0,8850.0,6337.5283203125,15735000,8890.0,8870.0
2004-12-23,8900.0,8920.0,8640.0,8690.0,6222.9501953125,15875000,8820.0,8848.0
2004-12-24,8690.0,8700.0,8600.0,8660.0,6201.46875,15915000,8733.333333333334,8804.0
2004-12-27,8660.0,8750.0,8630.0,8750.0,6265.91796875,11770000,8700.0,8774.0
2004-12-28,8720.0,8760.0,8630.0,8720.0,6244.43408203125,13635000,8710.0,8734.0
2004-12-29,8680.0,8890.0,8670.0,8890.0,6366.171875,17105000,8786.666666666666,8742.0
2004-12-30,8860.0,9020.0,8860.0,9010.0,6452.10400390625,17265000,8873.333333333334,8806.0
2004-12-31,9010.0,9010.0,9010.0,9010.0,6452.10400390625,0,8970.0,8876.0
2005-01-03,9050.0,9060.0,8920.0,9020.0,6459.265625,10925000,9013.333333333334,8930.0
2005-01-04,9000.0,9020.0,8920.0,8940.0,6401.97705078125,14015000,8990.0,8974.0
2005-01-05,8800.0,8860.0,8730.0,8860.0,6344.68896484375,23365000,8940.0,8968.0
2005-01-06,8780.0,8910.0,8700.0,8700.0,6230.11376953125,17150000,8833.333333333334,8906.0
2005-01-07,8820.0,8830.0,8710.0,8810.0,6308.8837890625,13615000,8790.0,8866.0
2005-01-10,8840.0,8840.0,8750.0,8760.0,6273.0791015625,12505000,8756.666666666666,8814.0
2005-01-11,8760.0,8840.0,8670.0,8840.0,6330.36572265625,27855000,8803.333333333334,8794.0
2005-01-12,8870.0,8880.0,8800.0,8840.0,6330.36572265625,14720000,8813.333333333334,8790.0
2005-01-13,8840.0,8940.0,8820.0,8880.0,6359.01025390625,23695000,8853.333333333334,8826.0
2005-01-14,8800.0,9480.0,8790.0,9430.0,6752.8671875,71900000,9050.0,8950.0
2005-01-17,9800.0,9890.0,9650.0,9850.0,7053.63134765625,61795000,9386.666666666666,9168.0
2005-01-18,9800.0,9810.0,9690.0,9720.0,6960.5390625,30240000,9666.666666666666,9344.0
2005-01-19,9720.0,9770.0,9580.0,9600.0,6874.60595703125,22850000,9723.333333333334,9496.0
2005-01-20,9600.0,9700.0,9510.0,9600.0,6874.60595703125,19270000,9640.0,9640.0
2005-01-21,9500.0,9720.0,9500.0,9720.0,6960.5390625,15030000,9640.0,9698.0
2005-01-24,9650.0,9760.0,9550.0,9760.0,6989.1845703125,19070000,9693.333333333334,9680.0
2005-01-25,9600.0,9700.0,9580.0,9670.0,6924.73388671875,18165000,9716.666666666666,9670.0
2005-01-26,9700.0,9870.0,9690.0,9810.0,7024.98828125,24885000,9746.666666666666,9712.0
2005-01-27,9900.0,9900.0,9810.0,9840.0,7046.47412109375,19990000,9773.333333333334,9760.0
2005-01-28,9830.0,9830.0,9600.0,9780.0,7003.50390625,14220000,9810.0,9772.0
2005-01-31,9760.0,9900.0,9680.0,9900.0,7089.43896484375,16465000,9840.0,9800.0
2005-02-01,9900.0,9970.0,9830.0,9830.0,7039.30810546875,21855000,9836.666666666666,9832.0
2005-02-02,9830.0,9880.0,9730.0,9810.0,7024.98828125,19750000,9846.666666666666,9832.0
2005-02-03,9720.0,9940.0,9720.0,9920.0,7103.76123046875,17445000,9853.333333333334,9848.0
2005-02-04,9880.0,9970.0,9860.0,9910.0,7096.5986328125,12855000,9880.0,9874.0
2005-02-07,10120.0,10240.0,10060.0,10200.0,7304.2685546875,33935000,10010.0,9934.0
2005-02-08,10200.0,10200.0,10200.0,10200.0,7304.2685546875,0,10103.333333333334,10008.0
2005-02-09,10200.0,10200.0,10200.0,10200.0,7304.2685546875,0,10200.0,10086.0
2005-02-10,10200.0,10200.0,10200.0,10200.0,7304.2685546875,0,10200.0,10142.0
2005-02-11,10100.0,10180.0,10020.0,10120.0,7246.97998046875,25885000,10173.333333333334,10184.0
2005-02-14,10260.0,10440.0,10200.0,10340.0,7404.52294921875,28265000,10220.0,10212.0
2005-02-15,10400.0,10420.0,10220.0,10380.0,7433.16943359375,26745000,10280.0,10248.0
2005-02-16,10440.0,10620.0,10360.0,10400.0,7447.49365234375,24010000,10373.333333333334,10288.0
2005-02-17,10340.0,10440.0,10300.0,10340.0,7404.52294921875,17510000,10373.333333333334,10316.0
2005-02-18,10360.0,10540.0,10280.0,10540.0,7547.7470703125,18355000,10426.666666666666,10400.0
2005-02-21,10600.0,10640.0,10480.0,10560.0,7562.06640625,23430000,10480.0,10444.0
2005-02-22,10560.0,10580.0,10360.0,10440.0,7476.1357421875,17855000,10513.333333333334,10456.0
2005-02-23,10280.0,10320.0,10180.0,10220.0,7318.59130859375,19745000,10406.666666666666,10420.0
2005-02-24,10200.0,10400.0,10140.0,10380.0,7433.16943359375,20985000,10346.666666666666,10428.0
2005-02-25,10480.0,10580.0,10420.0,10440.0,7476.1357421875,20880000,10346.666666666666,10408.0
2005-02-28,10600.0,10620.0,10420.0,10540.0,7547.7470703125,27705000,10453.333333333334,10404.0
2005-03-01,10540.0,10540.0,10540.0,10540.0,7547.7470703125,0,10506.666666666666,10424.0
2005-03-02,10500.0,10560.0,10340.0,10340.0,7404.52294921875,27425000,10473.333333333334,10448.0
2005-03-03,10300.0,10520.0,10240.0,10380.0,7433.16943359375,30335000,10420.0,10448.0
2005-03-04,10340.0,10340.0,10160.0,10200.0,7304.2685546875,24410000,10306.666666666666,10400.0
2005-03-07,10300.0,10300.0,10000.0,10140.0,7261.30322265625,29515000,10240.0,10320.0
2005-03-08,10140.0,10160.0,10000.0,10040.0,7189.693359375,26380000,10126.666666666666,10220.0
2005-03-09,9980.0,10000.0,9830.0,10000.0,7161.048828125,24890000,10060.0,10152.0
2005-03-10,10060.0,10160.0,9990.0,9990.0,7153.88720703125,31630000,10010.0,10074.0
2005-03-11,10140.0,10380.0,10080.0,10380.0,7433.16943359375,32010000,10123.333333333334,10110.0
2005-03-14,10260.0,10320.0,10160.0,10200.0,7304.2685546875,20845000,10190.0,10122.0
2005-03-15,10240.0,10280.0,9980.0,10040.0,7189.693359375,25030000,10206.666666666666,10122.0
2005-03-16,9980.0,10080.0,9910.0,10060.0,7204.01318359375,18545000,10100.0,10134.0
2005-03-17,9860.0,9970.0,9840.0,9920.0,7103.76123046875,20875000,10006.666666666666,10120.0
2005-03-18,9860.0,9960.0,9860.0,9900.0,7089.43896484375,12750000,9960.0,10024.0
2005-03-21,9830.0,9980.0,9800.0,9840.0,7046.47412109375,16770000,9886.666666666666,9952.0
2005-03-22,9860.0,10020.0,9790.0,9920.0,7103.76123046875,15795000,9886.666666666666,9928.0
2005-03-23,9860.0,9990.0,9830.0,9970.0,7139.56689453125,15920000,9910.0,9910.0
2005-03-24,10020.0,10120.0,9950.0,10060.0,7204.01318359375,20100000,9983.333333333334,9938.0
2005-03-25,10100.0,10120.0,10000.0,10100.0,7232.6591796875,10875000,10043.333333333334,9978.0
2005-03-28,10200.0,10220.0,10140.0,10200.0,7304.2685546875,8980000,10120.0,10050.0
2005-03-29,10200.0,10220.0,10000.0,10040.0,7189.693359375,16855000,10113.333333333334,10074.0
2005-03-30,9880.0,9990.0,9880.0,9960.0,7132.4013671875,18145000,10066.666666666666,10072.0
2005-03-31,10120.0,10140.0,10020.0,10040.0,7189.693359375,17335000,10013.333333333334,10068.0
2005-04-01,10040.0,10320.0,10000.0,10240.0,7332.9140625,22655000,10080.0,10096.0
2005-04-04,10240.0,10340.0,10200.0,10340.0,7404.52294921875,17215000,10206.666666666666,10124.0
2005-04-05,10340.0,10340.0,10340.0,10340.0,7404.52294921875,0,10306.666666666666,10184.0
2005-04-06,10360.0,10400.0,10200.0,10360.0,7418.8447265625,20505000,10346.666666666666,10264.0
2005-04-07,10360.0,10400.0,10300.0,10360.0,7418.8447265625,17855000,10353.333333333334,10328.0
2005-04-08,10480.0,10500.0,10400.0,10440.0,7476.1357421875,13945000,10386.666666666666,10368.0
2005-04-11,10440.0,10440.0,10320.0,10340.0,7404.52294921875,9565000,10380.0,10368.0
2005-04-12,10320.0,10400.0,10260.0,10400.0,7447.49365234375,10385000,10393.333333333334,10380.0
2005-04-13,10360.0,10400.0,10320.0,10360.0,7418.8447265625,10675000,10366.666666666666,10380.0
2005-04-14,10260.0,10280.0,10040.0,10040.0,7189.693359375,33175000,10266.666666666666,10316.0
2005-04-15,10000.0,10040.0,9780.0,9830.0,7039.30810546875,43345000,10076.666666666666,10194.0
2005-04-18,9470.0,9630.0,9440.0,9520.0,6817.318359375,43245000,9796.666666666666,10030.0
2005-04-19,9540.0,9600.0,9480.0,9480.0,6788.67333984375,30145000,9610.0,9846.0
2005-04-20,9570.0,9660.0,9380.0,9400.0,6731.38720703125,32885000,9466.666666666666,9654.0
2005-04-21,9240.0,9400.0,9150.0,9320.0,6674.09814453125,29320000,9400.0,9510.0
2005-04-22,9500.0,9520.0,9340.0,9340.0,6688.419921875,16725000,9353.333333333334,9412.0
2005-04-25,9240.0,9490.0,9240.0,9490.0,6795.83544921875,16435000,9383.333333333334,9406.0
2005-04-26,9490.0,9490.0,9420.0,9420.0,6745.70703125,9375000,9416.666666666666,9394.0
2005-04-27,9260.0,9340.0,9220.0,9280.0,6645.453125,20590000,9396.666666666666,9370.0
2005-04-28,9260.0,9270.0,9140.0,9200.0,6588.16455078125,19700000,9300.0,9346.0
2005-04-29,9040.0,9130.0,8990.0,9040.0,6473.5869140625,29275000,9173.333333333334,9286.0
2005-05-02,9120.0,9160.0,9000.0,9110.0,6523.71533203125,11845000,9116.666666666666,9210.0
2005-05-03,9100.0,9230.0,9050.0,9100.0,6516.5546875,13870000,9083.333333333334,9146.0
2005-05-04,9100.0,9340.0,9100.0,9290.0,6652.61669921875,17315000,9166.666666666666,9148.0
2005-05-05,9290.0,9290.0,9290.0,9290.0,6652.61669921875,0,9226.666666666666,9166.0
2005-05-06,9330.0,9510.0,9330.0,9480.0,6788.67333984375,24680000,9353.333333333334,9254.0
2005-05-09,9500.0,9550.0,9410.0,9500.0,6802.99609375,20035000,9423.333333333334,9332.0
2005-05-10,9560.0,9590.0,9510.0,9540.0,6831.640625,10675000,9506.666666666666,9420.0
2005-05-11,9500.0,9510.0,9430.0,9440.0,6760.03125,17300000,9493.333333333334,9450.0
2005-05-12,9480.0,9600.0,9480.0,9500.0,6802.99609375,20860000,9493.333333333334,9492.0
2005-05-13,9500.0,9700.0,9440.0,9630.0,6896.08984375,20545000,9523.333333333334,9522.0
2005-05-16,9700.0,9800.0,9680.0,9760.0,6989.1845703125,17350000,9630.0,9574.0
2005-05-17,9800.0,9860.0,9670.0,9790.0,7010.66552734375,18175000,9726.666666666666,9624.0
2005-05-18,9890.0,9900.0,9780.0,9790.0,7010.66552734375,17095000,9780.0,9694.0
2005-05-19,9860.0,10020.0,9850.0,9970.0,7139.56689453125,25435000,9850.0,9788.0
2005-05-20,9990.0,10040.0,9900.0,9970.0,7139.56689453125,11685000,9910.0,9856.0
2005-05-23,9920.0,9970.0,9890.0,9960.0,7132.4013671875,8045000,9966.666666666666,9896.0
2005-05-24,9930.0,9970.0,9860.0,9900.0,7089.43896484375,12750000,9943.333333333334,9918.0
2005-05-25,9870.0,9930.0,9670.0,9690.0,6939.05810546875,21315000,9850.0,9898.0
2005-05-26,9630.0,9700.0,9590.0,9640.0,6903.25,13895000,9743.333333333334,9832.0
2005-05-27,9800.0,9860.0,9730.0,9800.0,7017.82861328125,18775000,9710.0,9798.0
2005-05-30,9800.0,9880.0,9800.0,9870.0,7067.95458984375,11435000,9770.0,9780.0
2005-05-31,9850.0,9880.0,9730.0,9780.0,7003.50390625,22275000,9816.666666666666,9756.0
2005-06-01,9670.0,9790.0,9660.0,9780.0,7003.50390625,16545000,9810.0,9774.0
2005-06-02,9900.0,9910.0,9750.0,9750.0,6982.0234375,18320000,9770.0,9796.0
2005-06-03,9760.0,9830.0,9710.0,9760.0,6989.1845703125,17675000,9763.333333333334,9788.0
2005-06-06,9760.0,9760.0,9760.0,9760.0,6989.1845703125,0,9756.666666666666,9766.0
2005-06-07,9680.0,9700.0,9600.0,9610.0,6881.7666015625,24125000,9710.0,9732.0
2005-06-08,9560.0,9620.0,9500.0,9550.0,6838.80078125,26785000,9640.0,9686.0
2005-06-09,9510.0,9600.0,9430.0,9600.0,6874.60595703125,37520000,9586.666666666666,9656.0
2005-06-10,9600.0,9890.0,9540.0,9830.0,7039.30810546875,40645000,9660.0,9670.0
2005-06-13,9830.0,9990.0,9830.0,9960.0,7132.4013671875,22765000,9796.666666666666,9710.0
2005-06-14,9960.0,10020.0,9880.0,9930.0,7110.919921875,19495000,9906.666666666666,9774.0
2005-06-15,9930.0,10000.0,9890.0,10000.0,7161.048828125,22460000,9963.333333333334,9864.0
2005-06-16,10000.0,10040.0,9940.0,9970.0,7139.56689453125,18395000,9966.666666666666,9938.0
2005-06-17,9980.0,9990.0,9830.0,9870.0,7067.95458984375,23945000,9946.666666666666,9946.0
2005-06-20,9870.0,9880.0,9790.0,9810.0,7024.98828125,16605000,9883.333333333334,9916.0
2005-06-21,9810.0,9830.0,9720.0,9760.0,6989.1845703125,20260000,9813.333333333334,9882.0
2005-06-22,9760.0,9880.0,9740.0,9860.0,7060.79296875,19650000,9810.0,9854.0
2005-06-23,9860.0,9980.0,9840.0,9960.0,7132.4013671875,25990000,9860.0,9852.0
2005-06-24,9920.0,9920.0,9780.0,9820.0,7032.1484375,21780000,9880.0,9842.0
2005-06-27,9780.0,9780.0,9660.0,9770.0,6996.34375,28050000,9850.0,9834.0
2005-06-28,9770.0,9810.0,9710.0,9790.0,7010.66552734375,18530000,9793.333333333334,9840.0
2005-06-29,9800.0,9850.0,9760.0,9800.0,7017.82861328125,19185000,9786.666666666666,9828.0
2005-06-30,9800.0,9960.0,9800.0,9880.0,7075.1171875,19835000,9823.333333333334,9812.0
2005-07-01,9880.0,10020.0,9860.0,10020.0,7175.37158203125,26555000,9900.0,9852.0
2005-07-04,10100.0,10180.0,10020.0,10060.0,7204.01318359375,15655000,9986.666666666666,9910.0
2005-07-05,10080.0,10140.0,10000.0,10040.0,7189.693359375,9300000,10040.0,9960.0
2005-07-06,10060.0,10140.0,10060.0,10080.0,7218.3369140625,13455000,10060.0,10016.0
2005-07-07,10080.0,10380.0,10080.0,10320.0,7390.20263671875,31910000,10146.666666666666,10104.0
2005-07-08,10340.0,10440.0,10320.0,10320.0,7390.20263671875,19665000,10240.0,10164.0
2005-07-11,10500.0,10700.0,10500.0,10660.0,7633.677734375,34585000,10433.333333333334,10284.0
2005-07-12,10800.0,10960.0,10740.0,10820.0,7748.25390625,46835000,10600.0,10440.0
2005-07-13,10860.0,10940.0,10780.0,10940.0,7834.185546875,25465000,10806.666666666666,10612.0
2005-07-14,10980.0,11020.0,10940.0,10940.0,7834.185546875,28885000,10900.0,10736.0
2005-07-15,10960.0,11000.0,10780.0,10840.0,7762.578125,26105000,10906.666666666666,10840.0
2005-07-18,10860.0,11040.0,10820.0,10980.0,7862.830078125,21220000,10920.0,10904.0
2005-07-19,11000.0,11240.0,10980.0,11220.0,8034.69677734375,33785000,11013.333333333334,10984.0
2005-07-20,11240.0,11340.0,11100.0,11160.0,7991.72998046875,30025000,11120.0,11028.0
2005-07-21,11300.0,11360.0,11160.0,11260.0,8063.33837890625,26780000,11213.333333333334,11092.0
2005-07-22,11180.0,11200.0,10920.0,11040.0,7905.79345703125,27575000,11153.333333333334,11132.0
2005-07-25,11040.0,11140.0,11040.0,11100.0,7948.7646484375,18455000,11133.333333333334,11156.0
2005-07-26,11120.0,11160.0,10940.0,11020.0,7891.47412109375,20630000,11053.333333333334,11116.0
2005-07-27,11040.0,11180.0,10960.0,11020.0,7891.47412109375,18430000,11046.666666666666,11088.0
2005-07-28,11040.0,11320.0,11040.0,11200.0,8020.37548828125,23655000,11080.0,11076.0
2005-07-29,11320.0,11320.0,11200.0,11300.0,8091.9853515625,17875000,11173.333333333334,11128.0
2005-08-01,11320.0,11380.0,11220.0,11380.0,8149.2734375,16470000,11293.333333333334,11184.0
2005-08-02,11400.0,11420.0,11240.0,11360.0,8134.9501953125,14250000,11346.666666666666,11252.0
2005-08-03,11500.0,11540.0,11360.0,11360.0,8134.9501953125,23635000,11366.666666666666,11320.0
2005-08-04,11360.0,11380.0,11200.0,11320.0,8106.30908203125,18370000,11346.666666666666,11344.0
2005-08-05,11220.0,11220.0,10960.0,11060.0,7920.1201171875,30100000,11246.666666666666,11296.0
2005-08-08,11040.0,11040.0,10860.0,11020.0,7891.47412109375,18285000,11133.333333333334,11224.0
2005-08-09,11020.0,11060.0,10900.0,11000.0,7877.1552734375,20325000,11026.666666666666,11152.0
2005-08-10,11100.0,11240.0,11060.0,11100.0,7948.7646484375,16480000,11040.0,11100.0
2005-08-11,11100.0,11400.0,11100.0,11340.0,8120.625,19885000,11146.666666666666,11104.0
2005-08-12,11380.0,11580.0,11380.0,11560.0,8278.1708984375,24480000,11333.333333333334,11204.0
2005-08-15,11560.0,11560.0,11560.0,11560.0,8278.1708984375,0,11486.666666666666,11312.0
2005-08-16,11560.0,11640.0,11380.0,11440.0,8192.236328125,26040000,11520.0,11400.0
2005-08-17,11320.0,11440.0,11200.0,11440.0,8192.236328125,20420000,11480.0,11468.0
2005-08-18,11440.0,11460.0,11060.0,11100.0,7948.7646484375,33515000,11326.666666666666,11420.0
2005-08-19,11100.0,11120.0,10980.0,11060.0,7920.1201171875,20935000,11200.0,11320.0
2005-08-22,11060.0,11400.0,11060.0,11260.0,8063.33837890625,19550000,11140.0,11260.0
2005-08-23,11280.0,11380.0,11200.0,11240.0,8049.0166015625,18770000,11186.666666666666,11220.0
2005-08-24,11240.0,11260.0,10980.0,11120.0,7963.0859375,23985000,11206.666666666666,11156.0
2005-08-25,11060.0,11100.0,10880.0,11040.0,7905.79345703125,24360000,11133.333333333334,11144.0
2005-08-26,11040.0,11120.0,10980.0,10980.0,7862.830078125,18915000,11046.666666666666,11128.0
2005-08-29,10840.0,10840.0,10720.0,10800.0,7733.9326171875,18275000,10940.0,11036.0
2005-08-30,10880.0,10960.0,10660.0,10820.0,7748.25390625,14915000,10866.666666666666,10952.0
2005-08-31,10680.0,10920.0,10680.0,10880.0,7791.21826171875,12205000,10833.333333333334,10904.0
2005-09-01,10980.0,11040.0,10940.0,10980.0,7862.830078125,11970000,10893.333333333334,10892.0
2005-09-02,10980.0,11140.0,10960.0,11080.0,7934.44189453125,12190000,10980.0,10912.0
2005-09-05,11160.0,11260.0,11100.0,11220.0,8034.69677734375,10920000,11093.333333333334,10996.0
2005-09-06,11260.0,11520.0,11260.0,11380.0,8149.2734375,19050000,11226.666666666666,11108.0
2005-09-07,11520.0,11640.0,11520.0,11580.0,8292.4970703125,17565000,11393.333333333334,11248.0
2005-09-08,11700.0,11860.0,11600.0,11740.0,8407.0703125,34625000,11566.666666666666,11400.0
2005-09-09,11700.0,11820.0,11660.0,11780.0,8435.7158203125,13105000,11700.0,11540.0
2005-09-12,11880.0,12000.0,11780.0,11780.0,8435.7158203125,20070000,11766.666666666666,11652.0
2005-09-13,11800.0,12200.0,11780.0,12120.0,8679.1904296875,34885000,11893.333333333334,11800.0
2005-09-14,12100.0,12300.0,12040.0,12260.0,8779.4462890625,25585000,12053.333333333334,11936.0
2005-09-15,12100.0,12380.0,12080.0,12140.0,8693.5087890625,29035000,12173.333333333334,12016.0
2005-09-16,12080.0,12120.0,11760.0,11860.0,8493.0068359375,30625000,12086.666666666666,12032.0
2005-09-19,11860.0,11860.0,11860.0,11860.0,8493.0068359375,0,11953.333333333334,12048.0
2005-09-20,12000.0,12060.0,11840.0,11860.0,8493.0068359375,28045000,11860.0,11996.0
2005-09-21,11920.0,12120.0,11900.0,12020.0,8607.5810546875,19085000,11913.333333333334,11948.0
2005-09-22,11860.0,12000.0,11840.0,12000.0,8593.259765625,16000000,11960.0,11920.0
2005-09-23,11840.0,11980.0,11660.0,11700.0,8378.4287109375,18675000,11906.666666666666,11888.0
2005-09-26,11720.0,12000.0,11720.0,11940.0,8550.2900390625,21895000,11880.0,11904.0
2005-09-27,11960.0,11980.0,11800.0,11860.0,8493.0068359375,15910000,11833.333333333334,11904.0
2005-09-28,11800.0,12000.0,11740.0,11960.0,8564.61328125,13505000,11920.0,11892.0
2005-09-29,11880.0,11980.0,11800.0,11860.0,8493.0068359375,18509700,11893.333333333334,11864.0
2005-09-30,11880.0,12000.0,11760.0,11760.0,8421.3916015625,21192950,11860.0,11876.0
2005-10-03,11760.0,11760.0,11760.0,11760.0,8421.3916015625,0,11793.333333333334,11840.0
2005-10-04,11800.0,12140.0,11800.0,12060.0,8636.2255859375,26986050,11860.0,11880.0
2005-10-05,12080.0,12280.0,11960.0,12020.0,8607.5810546875,21874300,11946.666666666666,11892.0
2005-10-06,11900.0,11900.0,11700.0,11740.0,8407.0703125,20716650,11940.0,11868.0
2005-10-07,11560.0,11760.0,11520.0,11660.0,8349.78125,25602800,11806.666666666666,11848.0
2005-10-10,11680.0,11940.0,11660.0,11860.0,8493.0068359375,15080150,11753.333333333334,11868.0
2005-10-11,11760.0,11980.0,11740.0,11960.0,8564.61328125,10695550,11826.666666666666,11848.0
2005-10-12,11860.0,11880.0,11540.0,11560.0,8278.1708984375,26597200,11793.333333333334,11756.0
2005-10-13,11420.0,11480.0,11160.0,11300.0,8091.9853515625,36035800,11606.666666666666,11668.0
2005-10-14,11300.0,11440.0,11200.0,11300.0,8091.9853515625,31305500,11386.666666666666,11596.0
2005-10-17,11200.0,11380.0,11200.0,11260.0,8063.33837890625,17525000,11286.666666666666,11476.0
2005-10-18,11280.0,11380.0,11260.0,11320.0,8106.30908203125,17588650,11293.333333333334,11348.0
2005-10-19,11200.0,11220.0,11000.0,11040.0,7905.79345703125,18547750,11206.666666666666,11244.0
2005-10-20,11200.0,11220.0,11040.0,11120.0,7963.0859375,17849800,11160.0,11208.0
2005-10-21,11000.0,11320.0,10980.0,11280.0,8077.66162109375,20033250,11146.666666666666,11204.0
2005-10-24,11320.0,11420.0,11220.0,11320.0,8106.30908203125,16487150,11240.0,11216.0
2005-10-25,11440.0,11560.0,11280.0,11300.0,8091.9853515625,18269150,11300.0,11212.0
2005-10-26,11240.0,11320.0,11180.0,11260.0,8063.33837890625,15002350,11293.333333333334,11256.0
2005-10-27,11260.0,11360.0,11120.0,11160.0,7991.72998046875,19331000,11240.0,11264.0
2005-10-28,10980.0,11020.0,10900.0,10920.0,7819.86474609375,21614800,11113.333333333334,11192.0
2005-10-31,10980.0,11100.0,10960.0,11060.0,7920.1201171875,19203500,11046.666666666666,11140.0
2005-11-01,11200.0,11360.0,11180.0,11300.0,8091.9853515625,29155950,11093.333333333334,11140.0
2005-11-02,11280.0,11600.0,11280.0,11500.0,8235.208984375,15716000,11286.666666666666,11188.0
2005-11-03,11760.0,11840.0,11700.0,11740.0,8407.0703125,22394000,11513.333333333334,11304.0
2005-11-04,11940.0,12000.0,11860.0,11980.0,8578.9345703125,24807150,11740.0,11516.0
2005-11-07,12040.0,12060.0,11820.0,11960.0,8564.61328125,12834600,11893.333333333334,11696.0
2005-11-08,12000.0,12060.0,11940.0,12040.0,8621.9052734375,12065550,11993.333333333334,11844.0
2005-11-09,12020.0,12140.0,11920.0,12000.0,8593.259765625,14940450,12000.0,11944.0
2005-11-10,12020.0,12140.0,11980.0,12100.0,8664.8662109375,17080450,12046.666666666666,12016.0
2005-11-11,12340.0,12480.0,12280.0,12360.0,8851.0517578125,29524650,12153.333333333334,12092.0
2005-11-14,12420.0,12580.0,12320.0,12520.0,8965.630859375,20931600,12326.666666666666,12204.0
2005-11-15,12520.0,12580.0,12220.0,12400.0,8879.7001953125,14063750,12426.666666666666,12276.0
2005-11-16,12320.0,12600.0,12320.0,12600.0,9022.9228515625,14038850,12506.666666666666,12396.0
2005-11-17,12540.0,12560.0,12380.0,12480.0,8936.9892578125,12542600,12493.333333333334,12472.0
2005-11-18,12500.0,12600.0,12380.0,12520.0,8965.630859375,14163300,12533.333333333334,12504.0
2005-11-21,12640.0,12640.0,12240.0,12360.0,8851.0517578125,24063600,12453.333333333334,12472.0
2005-11-22,12220.0,12240.0,11740.0,11840.0,8478.68359375,45564250,12240.0,12360.0
2005-11-23,12000.0,12260.0,11980.0,12140.0,8693.5087890625,42389900,12113.333333333334,12268.0
2005-11-24,12360.0,12360.0,12100.0,12160.0,8707.8330078125,15155400,12046.666666666666,12204.0
2005-11-25,12160.0,12220.0,11920.0,12000.0,8593.259765625,15658550,12100.0,12100.0
2005-11-28,12000.0,12060.0,11920.0,12020.0,8607.5810546875,9434350,12060.0,12032.0
2005-11-29,11960.0,12040.0,11760.0,11880.0,8507.3232421875,17159050,11966.666666666666,12040.0
2005-11-30,11860.0,12080.0,11860.0,12000.0,8593.259765625,17308450,11966.666666666666,12012.0
2005-12-01,11920.0,12160.0,11900.0,12100.0,8664.8662109375,19357700,11993.333333333334,12000.0
2005-12-02,12400.0,12460.0,12280.0,12340.0,8836.73046875,19342900,12146.666666666666,12068.0
2005-12-05,12440.0,12500.0,12360.0,12460.0,8922.66796875,12418300,12300.0,12156.0
2005-12-06,12380.0,12620.0,12340.0,12600.0,9022.9228515625,21114200,12466.666666666666,12300.0
2005-12-07,12600.0,12900.0,12480.0,12780.0,9151.8212890625,26531300,12613.333333333334,12456.0
2005-12-08,12700.0,12800.0,12520.0,12640.0,9051.564453125,26904650,12673.333333333334,12564.0
2005-12-09,12560.0,12620.0,12260.0,12420.0,8894.0224609375,23027250,12613.333333333334,12580.0
2005-12-12,12440.0,12560.0,12340.0,12360.0,8851.0517578125,18588950,12473.333333333334,12560.0
2005-12-13,12420.0,12460.0,12260.0,12400.0,8879.7001953125,16596150,12393.333333333334,12520.0
2005-12-14,12440.0,12540.0,12160.0,12220.0,8750.7978515625,26300350,12326.666666666666,12408.0
2005-12-15,12180.0,12320.0,12020.0,12180.0,8722.1611328125,18607050,12266.666666666666,12316.0
2005-12-16,12120.0,12120.0,11860.0,12000.0,8593.259765625,29408600,12133.333333333334,12232.0
2005-12-19,12140.0,12280.0,12040.0,12180.0,8722.1611328125,17987750,12120.0,12196.0
2005-12-20,12060.0,12280.0,12040.0,12240.0,8765.125,17198500,12140.0,12164.0
2005-12-21,12280.0,12700.0,12280.0,12560.0,8994.27734375,25337350,12326.666666666666,12232.0
2005-12-22,12700.0,12940.0,12620.0,12680.0,9080.2109375,28095000,12493.333333333334,12332.0
2005-12-23,12840.0,13040.0,12720.0,12900.0,9237.7548828125,28658350,12713.333333333334,12512.0
2005-12-26,13000.0,13260.0,12980.0,13080.0,9366.6513671875,17830000,12886.666666666666,12692.0
2005-12-27,13180.0,13280.0,12960.0,13220.0,9466.9052734375,18003350,13066.666666666666,12888.0
2005-12-28,13160.0,13260.0,13100.0,13220.0,9466.9052734375,21403250,13173.333333333334,13020.0
2005-12-29,13200.0,13400.0,13140.0,13160.0,9423.9404296875,20916500,13200.0,13116.0
2006-01-02,13280.0,13360.0,13120.0,13200.0,9452.5849609375,16985900,13193.333333333334,13176.0
2006-01-03,13200.0,13320.0,13120.0,13280.0,9509.87109375,17385550,13213.333333333334,13216.0
2006-01-04,13500.0,14000.0,13460.0,13940.0,9982.501953125,38604500,13473.333333333334,13360.0
2006-01-05,13900.0,13900.0,13420.0,13580.0,9724.7060546875,25783750,13600.0,13432.0
2006-01-06,13700.0,13760.0,13580.0,13680.0,9796.3115234375,17394550,13733.333333333334,13536.0
2006-01-09,13900.0,13940.0,13660.0,13740.0,9839.2822265625,14995150,13666.666666666666,13644.0
2006-01-10,13900.0,14020.0,13760.0,14020.0,10039.791015625,23642650,13813.333333333334,13792.0
