,Open,High,Low,Close,Adj Close,Volume,MA5,MA10,MA20
1979-12-31,0.0,108.52999877929688,107.26000213623047,107.94000244140625,107.94000244140625,31530000,,,
1980-01-02,0.0,108.43000030517578,105.29000091552734,105.76000213623047,105.76000213623047,40610000,,,
1980-01-03,0.0,106.08000183105469,103.26000213623047,105.22000122070312,105.22000122070312,50480000,,,
1980-01-04,0.0,107.08000183105469,105.08999633789062,106.5199966430664,106.5199966430664,39130000,,,
1980-01-07,0.0,107.80000305175781,105.80000305175781,106.80999755859375,106.80999755859375,44500000,106.45,,
1980-01-08,0.0,109.29000091552734,106.29000091552734,108.94999694824219,108.94999694824219,53390000,106.6519989013672,,
1980-01-09,0.0,111.08999633789062,108.41000366210938,109.05000305175781,109.05000305175781,65260000,107.30999908447265,,
1980-01-10,0.0,110.86000061035156,108.47000122070312,109.88999938964844,109.88999938964844,55980000,108.24399871826172,,
1980-01-11,0.0,111.16000366210938,108.88999938964844,109.91999816894531,109.91999816894531,52890000,108.9239990234375,,
1980-01-14,0.0,111.44000244140625,109.33999633789062,110.37999725341797,110.37999725341797,52930000,109.63799896240235,108.04399948120117,
1980-01-15,0.0,111.93000030517578,109.44999694824219,111.13999938964844,111.13999938964844,52320000,110.0759994506836,108.36399917602539,
1980-01-16,0.0,112.9000015258789,110.37999725341797,111.05000305175781,111.05000305175781,67700000,110.47599945068359,108.89299926757812,
1980-01-17,0.0,112.01000213623047,109.80999755859375,110.69999694824219,110.69999694824219,54170000,110.63799896240235,109.44099884033203,
1980-01-18,0.0,111.73999786376953,109.87999725341797,111.06999969482422,111.06999969482422,47150000,110.86799926757813,109.89599914550782,
1980-01-21,0.0,112.9000015258789,110.66000366210938,112.0999984741211,112.0999984741211,48040000,111.21199951171874,110.42499923706055,
1980-01-22,0.0,113.0999984741211,110.91999816894531,111.51000213623047,111.51000213623047,50620000,111.28600006103515,110.68099975585938,
1980-01-23,0.0,113.93000030517578,110.93000030517578,113.44000244140625,113.44000244140625,50730000,111.76399993896484,111.11999969482422,
1980-01-24,0.0,115.2699966430664,112.94999694824219,113.69999694824219,113.69999694824219,59070000,112.36399993896484,111.5009994506836,
1980-01-25,0.0,114.44999694824219,112.36000061035156,113.61000061035156,113.61000061035156,47100000,112.87200012207032,111.86999969482422,
1980-01-28,0.0,115.6500015258789,112.93000030517578,114.8499984741211,114.8499984741211,53620000,113.42200012207032,112.31699981689454,110.18049964904785
1980-01-29,0.0,115.7699966430664,113.02999877929688,114.06999969482422,114.06999969482422,55480000,113.93399963378906,112.60999984741211,110.48699951171875
1980-01-30,0.0,115.8499984741211,113.37000274658203,115.19999694824219,115.19999694824219,51170000,114.28599853515625,113.02499923706054,110.95899925231933
1980-01-31,0.0,117.16999816894531,113.77999877929688,114.16000366210938,114.16000366210938,65900000,114.37799987792968,113.37099990844726,111.40599937438965
1980-02-01,0.0,115.54000091552734,113.12999725341797,115.12000274658203,115.12000274658203,46610000,114.68000030517578,113.77600021362305,111.83599967956543
1980-02-04,0.0,116.01000213623047,113.83000183105469,114.37000274658203,114.37000274658203,43070000,114.58400115966796,114.00300064086915,112.21399993896485
1980-02-05,0.0,115.25,112.1500015258789,114.66000366210938,114.66000366210938,41880000,114.702001953125,114.31800079345703,112.4995002746582
1980-02-06,0.0,116.56999969482422,113.6500015258789,115.72000122070312,115.72000122070312,51950000,114.80600280761719,114.54600067138672,112.83300018310547
1980-02-07,0.0,117.87000274658203,115.22000122070312,116.27999877929688,116.27999877929688,57690000,115.2300018310547,114.80400085449219,113.15250015258789
1980-02-08,0.0,118.66000366210938,115.72000122070312,117.94999694824219,117.94999694824219,57860000,115.79600067138672,115.23800048828124,113.55400009155274
1980-02-11,0.0,119.05000305175781,116.30999755859375,117.12000274658203,117.12000274658203,58660000,116.34600067138672,115.46500091552734,113.89100036621093
1980-02-12,0.0,118.41000366210938,115.75,117.9000015258789,117.9000015258789,48090000,116.99400024414062,115.8480010986328,114.22900047302247
1980-02-13,0.0,120.22000122070312,117.56999969482422,118.44000244140625,118.44000244140625,65230000,117.53800048828126,116.17200164794922,114.59850044250489
1980-02-14,0.0,119.30000305175781,116.04000091552734,116.72000122070312,116.72000122070312,50540000,117.6260009765625,116.4280014038086,114.89950065612793
1980-02-15,0.0,116.69999694824219,114.12000274658203,115.41000366210938,115.41000366210938,46680000,117.11800231933594,116.45700149536133,115.11650085449219
1980-02-19,0.0,115.66999816894531,113.3499984741211,114.5999984741211,114.5999984741211,39480000,116.61400146484375,116.48000106811523,115.24150085449219
1980-02-20,0.0,117.18000030517578,114.05999755859375,116.47000122070312,116.47000122070312,44340000,116.3280014038086,116.6610008239746,115.48950080871582
1980-02-21,0.0,117.9000015258789,114.44000244140625,115.27999877929688,115.27999877929688,51530000,115.69600067138671,116.61700057983398,115.58150062561035
1980-02-22,0.0,116.45999908447266,113.43000030517578,115.04000091552734,115.04000091552734,48210000,115.36000061035156,116.49300079345703,115.64850082397462
1980-02-25,0.0,114.93000030517578,112.62000274658203,113.33000183105469,113.33000183105469,39140000,114.94400024414062,116.03100128173828,115.63450088500977
1980-02-26,0.0,114.76000213623047,112.30000305175781,113.9800033569336,113.9800033569336,40000000,114.82000122070312,115.71700134277344,115.59100112915038
1980-02-27,0.0,115.12000274658203,111.91000366210938,112.37999725341797,112.37999725341797,46430000,114.00200042724609,115.16500091552734,115.50650100708008
1980-02-28,0.0,113.69999694824219,111.33000183105469,112.3499984741211,112.3499984741211,40330000,113.41600036621094,114.55600051879883,115.36400108337402
1980-02-29,0.0,114.12000274658203,111.7699966430664,113.66000366210938,113.66000366210938,38810000,113.14000091552734,114.25000076293945,115.33900108337403
1980-03-03,0.0,114.33999633789062,112.01000213623047,112.5,112.5,38690000,112.9740005493164,113.95900039672851,115.20800094604492
1980-03-04,0.0,113.41000366210938,110.83000183105469,112.77999877929688,112.77999877929688,44310000,112.73399963378907,113.7770004272461,115.12850074768066
1980-03-05,0.0,113.94000244140625,110.58000183105469,111.12999725341797,111.12999725341797,49240000,112.48399963378907,113.24300003051758,114.95200042724609
1980-03-06,0.0,111.29000091552734,107.8499984741211,108.6500015258789,108.6500015258789,49610000,111.74400024414062,112.58000030517579,114.59850044250489
1980-03-07,0.0,108.95999908447266,105.98999786376953,106.9000015258789,106.9000015258789,50950000,110.39199981689453,111.76600036621093,114.12950057983399
1980-03-10,0.0,107.86000061035156,104.91999816894531,106.51000213623047,106.51000213623047,43750000,109.19400024414062,111.08400039672851,113.5575008392334
1980-03-11,0.0,108.54000091552734,106.18000030517578,107.77999877929688,107.77999877929688,41350000,108.19400024414062,110.46399993896485,113.09050064086914
1980-03-12,0.0,108.4000015258789,105.41999816894531,106.87000274658203,106.87000274658203,37990000,107.34200134277344,109.91300048828126,112.5390007019043
1980-03-13,0.0,107.55000305175781,105.0999984741211,105.62000274658203,105.62000274658203,33070000,106.73600158691406,109.24000091552735,111.89800071716309
1980-03-14,0.0,106.48999786376953,104.01000213623047,105.43000030517578,105.43000030517578,35180000,106.44200134277344,108.41700057983398,111.33350067138672
1980-03-17,0.0,105.2300033569336,101.81999969482422,102.26000213623047,102.26000213623047,37020000,105.59200134277344,107.39300079345703,110.67600059509277
1980-03-18,0.0,104.70999908447266,101.13999938964844,104.0999984741211,104.0999984741211,47340000,104.85600128173829,106.52500076293946,110.15100059509277
1980-03-19,0.0,105.72000122070312,103.3499984741211,104.30999755859375,104.30999755859375,36520000,104.34400024414063,105.84300079345704,109.54300041198731
1980-03-20,0.0,105.16999816894531,102.5199966430664,103.12000274658203,103.12000274658203,32580000,103.84400024414063,105.29000091552734,108.93500061035157
1980-03-21,0.0,103.7300033569336,101.55000305175781,102.30999755859375,102.30999755859375,32220000,103.21999969482422,104.83100051879883,108.29850044250489
1980-03-24,0.0,102.18000030517578,98.87999725341797,99.27999877929688,99.27999877929688,39230000,102.6239990234375,104.10800018310547,107.59600028991699
1980-03-25,0.0,100.58000183105469,97.88999938964844,99.19000244140625,99.19000244140625,43790000,101.64199981689453,103.2490005493164,106.85650024414062
1980-03-26,0.0,101.22000122070312,98.0999984741211,98.68000030517578,98.68000030517578,37370000,100.51600036621093,102.43000030517578,106.17150039672852
1980-03-27,0.0,99.58000183105469,94.2300033569336,98.22000122070312,98.22000122070312,63680000,99.53600006103515,101.69000015258788,105.46500053405762
1980-03-28,0.0,101.43000030517578,97.72000122070312,100.68000030517578,100.68000030517578,46720000,99.21000061035156,101.21500015258789,104.81600036621094
1980-03-31,0.0,102.6500015258789,100.0199966430664,102.08999633789062,102.08999633789062,35840000,99.77200012207031,101.1979995727539,104.29550018310547
1980-04-01,0.0,103.27999877929688,100.8499984741211,102.18000030517578,102.18000030517578,32230000,100.36999969482422,101.00599975585938,103.76550025939942
1980-04-02,0.0,103.87000274658203,101.44999694824219,102.68000030517578,102.68000030517578,35210000,101.16999969482421,100.84300003051757,103.3430004119873
1980-04-03,0.0,103.33999633789062,101.30999755859375,102.1500015258789,102.1500015258789,27970000,101.95599975585938,100.74599990844726,103.0180004119873
1980-04-07,0.0,102.2699966430664,99.7300033569336,100.19000244140625,100.19000244140625,29130000,101.85800018310547,100.53400039672852,102.68250045776367
1980-04-08,0.0,101.87999725341797,99.2300033569336,101.19999694824219,101.19999694824219,31700000,101.68000030517578,100.72600021362305,102.41700019836426
1980-04-09,0.0,103.5999984741211,101.01000213623047,103.11000061035156,103.11000061035156,33020000,101.86600036621094,101.11800003051758,102.18350028991699
1980-04-10,0.0,105.0,102.80999755859375,104.08000183105469,104.08000183105469,33940000,102.14600067138672,101.65800018310547,102.04400024414062
1980-04-11,0.0,105.1500015258789,103.19999694824219,103.79000091552734,103.79000091552734,29960000,102.4740005493164,102.21500015258789,101.95250015258789
1980-04-14,0.0,103.91999816894531,102.08000183105469,102.83999633789062,102.83999633789062,23060000,103.00399932861328,102.43099975585938,101.82299995422363
1980-04-15,0.0,103.94000244140625,101.8499984741211,102.62999725341797,102.62999725341797,26670000,103.28999938964844,102.48499984741211,101.84149971008301
1980-04-16,0.0,104.41999816894531,101.12999725341797,101.54000091552734,101.54000091552734,39730000,102.97599945068359,102.42099990844727,101.71349983215332
1980-04-17,0.0,102.20999908447266,100.12000274658203,101.05000305175781,101.05000305175781,32770000,102.36999969482422,102.25800018310547,101.55050010681153
1980-04-18,0.0,102.06999969482422,99.97000122070312,100.55000305175781,100.55000305175781,26880000,101.72200012207031,102.09800033569336,101.42200012207032
1980-04-21,0.0,101.26000213623047,98.94999694824219,99.80000305175781,99.80000305175781,27560000,101.11400146484375,102.05900039672852,101.29650039672852
1980-04-22,0.0,104.0199966430664,100.80999755859375,103.43000030517578,103.43000030517578,47920000,101.27400207519531,102.28200073242188,101.50400047302246
1980-04-23,0.0,105.11000061035156,102.80999755859375,103.7300033569336,103.7300033569336,42620000,101.71200256347656,102.34400100708008,101.73100051879882
1980-04-24,0.0,105.43000030517578,102.93000030517578,104.4000015258789,104.4000015258789,35790000,102.38200225830079,102.3760009765625,102.01700057983399
1980-04-25,0.0,105.56999969482422,103.0199966430664,105.16000366210938,105.16000366210938,28590000,103.30400238037109,102.5130012512207,102.3640007019043
1980-04-28,0.0,106.79000091552734,104.63999938964844,105.63999938964844,105.63999938964844,30600000,104.47200164794921,102.79300155639649,102.61200065612793
1980-04-29,0.0,106.69999694824219,104.86000061035156,105.86000061035156,105.86000061035156,27940000,104.95800170898437,103.11600189208984,102.80050086975098
1980-04-30,0.0,106.72000122070312,104.5,106.29000091552734,106.29000091552734,30850000,105.47000122070312,103.59100189208985,103.00600090026856
1980-05-01,0.0,106.86000061035156,104.72000122070312,105.45999908447266,105.45999908447266,32480000,105.68200073242187,104.03200149536133,103.1450008392334
1980-05-02,0.0,106.25,104.61000061035156,105.58000183105469,105.58000183105469,28040000,105.76600036621093,104.53500137329101,103.31650085449219
1980-05-05,0.0,106.83000183105469,104.63999938964844,106.37999725341797,106.37999725341797,34090000,105.91399993896485,105.19300079345703,103.62600059509278
1980-05-06,0.0,107.83000183105469,105.36000061035156,106.25,106.25,40160000,105.99199981689453,105.47500076293946,103.87850074768066
1980-05-07,0.0,108.12000274658203,105.83000183105469,107.18000030517578,107.18000030517578,42600000,106.16999969482421,105.82000045776367,104.08200073242188
1980-05-08,0.0,108.0199966430664,105.5,106.12999725341797,106.12999725341797,39280000,106.30399932861329,105.99300003051758,104.18450050354004
1980-05-09,0.0,106.19999694824219,104.18000030517578,104.72000122070312,104.72000122070312,30280000,106.13199920654297,105.94899978637696,104.23100051879882
1980-05-12,0.0,105.4800033569336,103.5,104.77999877929688,104.77999877929688,28220000,105.81199951171875,105.8629997253418,104.32800064086913
1980-05-13,0.0,106.76000213623047,104.44000244140625,106.30000305175781,106.30000305175781,35460000,105.8220001220703,105.90699996948243,104.51150093078613
1980-05-14,0.0,107.88999938964844,106.0,106.8499984741211,106.8499984741211,40840000,105.75599975585938,105.9629997253418,104.77700080871583
1980-05-15,0.0,107.98999786376953,106.06999969482422,106.98999786376953,106.98999786376953,41120000,105.9279998779297,106.11599960327149,105.07400054931641
1980-05-16,0.0,107.88999938964844,106.25,107.3499984741211,107.3499984741211,31710000,106.45399932861328,106.29299926757812,105.41400032043457
1980-05-19,0.0,108.43000030517578,106.51000213623047,107.66999816894531,107.66999816894531,30970000,107.03199920654296,106.42199935913087,105.80750007629395
1980-05-20,0.0,108.38999938964844,106.75,107.62000274658203,107.62000274658203,31800000,107.2959991455078,106.55899963378906,106.01700019836426
1980-05-21,0.0,108.30999755859375,106.54000091552734,107.72000122070312,107.72000122070312,34830000,107.46999969482422,106.6129997253418,106.21650009155273
1980-05-22,0.0,109.7300033569336,107.33999633789062,109.01000213623047,109.01000213623047,41040000,107.8740005493164,106.90100021362305,106.4470001220703
1980-05-23,0.0,111.37000274658203,109.01000213623047,110.62000274658203,110.62000274658203,45790000,108.52800140380859,107.49100036621094,106.72000007629394
1980-05-27,0.0,112.30000305175781,110.3499984741211,111.4000015258789,111.4000015258789,40810000,109.27400207519531,108.15300064086914,107.00800018310547
1980-05-28,0.0,112.72000122070312,110.41999816894531,112.05999755859375,112.05999755859375,38580000,110.16200103759766,108.72900009155273,107.31800003051758
1980-05-29,0.0,112.63999938964844,109.86000061035156,110.2699966430664,110.2699966430664,42000000,110.67200012207032,109.07099990844726,107.51699981689453
1980-05-30,0.0,111.55000305175781,108.87000274658203,111.23999786376953,111.23999786376953,34820000,111.11799926757813,109.49599990844726,107.80599975585938
1980-06-02,0.0,112.1500015258789,110.05999755859375,110.76000213623047,110.76000213623047,32710000,111.14599914550782,109.83700027465821,108.06499977111817
1980-06-03,0.0,111.62999725341797,109.7699966430664,110.51000213623047,110.51000213623047,33150000,110.96799926757812,110.12100067138672,108.2715000152588
1980-06-04,0.0,113.44999694824219,110.22000122070312,112.61000061035156,112.61000061035156,44180000,111.07799987792968,110.62000045776367,108.58950004577636
1980-06-05,0.0,114.37999725341797,111.88999938964844,112.77999877929688,112.77999877929688,49070000,111.58000030517579,111.12600021362304,108.86949996948242
1980-06-06,0.0,114.01000213623047,112.11000061035156,113.19999694824219,113.19999694824219,37230000,111.97200012207031,111.54499969482421,109.22299995422364
1980-06-09,0.0,114.51000213623047,112.68000030517578,113.70999908447266,113.70999908447266,36820000,112.56199951171875,111.85399932861328,109.67249984741211
1980-06-10,0.0,115.5,113.16999816894531,114.66000366210938,114.66000366210938,42030000,113.39199981689453,112.17999954223633,110.16650009155273
1980-06-11,0.0,116.63999938964844,114.22000122070312,116.0199966430664,116.0199966430664,43800000,114.0739990234375,112.5759994506836,110.65249977111816
