,Open,High,Low,Close,Adj Close,Volume,MA5,MA10,MA20
1980-06-12,0.0,117.01000213623047,114.27999877929688,115.5199966430664,115.5199966430664,47300000,114.6219985961914,113.10099945068359,111.08599967956543
1980-06-13,0.0,116.94000244140625,114.66999816894531,115.80999755859375,115.80999755859375,41880000,115.14399871826171,113.55799942016601,111.52699966430664
1980-06-16,0.0,116.80000305175781,114.77999877929688,116.08999633789062,116.08999633789062,36190000,115.61999816894532,114.09099884033203,111.96399955749511
1980-06-17,0.0,117.16000366210938,115.12999725341797,116.02999877929688,116.02999877929688,41990000,115.89399719238281,114.64299850463867,112.38199958801269
1980-06-18,0.0,116.83999633789062,114.7699966430664,116.26000213623047,116.26000213623047,41960000,115.94199829101562,115.00799865722657,112.81399955749512
1980-06-19,0.0,116.80999755859375,114.36000061035156,114.66000366210938,114.66000366210938,38280000,115.76999969482422,115.19599914550781,113.16099967956544
1980-06-20,0.0,114.9000015258789,113.12000274658203,114.05999755859375,114.05999755859375,36530000,115.41999969482421,115.28199920654296,113.41349945068359
1980-06-23,0.0,115.27999877929688,113.3499984741211,114.51000213623047,114.51000213623047,34180000,115.10400085449218,115.36199951171875,113.60799942016601
1980-06-24,0.0,115.75,113.76000213623047,115.13999938964844,115.13999938964844,37730000,114.9260009765625,115.40999908447266,113.7949993133545
1980-06-25,0.0,117.37000274658203,115.06999969482422,116.72000122070312,116.72000122070312,46500000,115.01800079345703,115.47999954223633,114.02799949645996
1980-06-26,0.0,117.9800033569336,115.58000183105469,116.19000244140625,116.19000244140625,45110000,115.32400054931641,115.54700012207032,114.32399978637696
1980-06-27,0.0,116.93000030517578,115.05999755859375,116.0,116.0,33110000,115.71200103759766,115.56600036621094,114.56199989318847
1980-06-30,0.0,116.04000091552734,113.55000305175781,114.23999786376953,114.23999786376953,29910000,115.65800018310547,115.38100051879883,114.73599967956542
1980-07-01,0.0,115.44999694824219,113.54000091552734,114.93000030517578,114.93000030517578,34340000,115.61600036621094,115.27100067138672,114.95699958801269
1980-07-02,0.0,116.44000244140625,114.36000061035156,115.68000030517578,115.68000030517578,42950000,115.40800018310547,115.21300048828125,115.11049957275391
1980-07-03,0.0,117.80000305175781,115.48999786376953,117.45999908447266,117.45999908447266,47230000,115.66199951171875,115.49300003051758,115.3444995880127
1980-07-07,0.0,118.8499984741211,116.95999908447266,118.29000091552734,118.29000091552734,42540000,116.11999969482422,115.91600036621094,115.59899978637695
1980-07-08,0.0,119.11000061035156,117.06999969482422,117.83999633789062,117.83999633789062,45830000,116.83999938964844,116.24899978637696,115.80549964904785
1980-07-09,0.0,119.5199966430664,117.0999984741211,117.9800033569336,117.9800033569336,52010000,117.45,116.53300018310547,115.97149963378907
1980-07-10,0.0,118.56999969482422,116.37999725341797,116.94999694824219,116.94999694824219,43730000,117.70399932861328,116.55599975585938,116.01799964904785
1980-07-11,0.0,118.37999725341797,116.29000091552734,117.83999633789062,117.83999633789062,38310000,117.77999877929688,116.72099914550782,116.13399963378906
1980-07-14,0.0,120.37000274658203,117.44999694824219,120.01000213623047,120.01000213623047,45500000,118.1239990234375,117.12199935913085,116.3439998626709
1980-07-15,0.0,121.55999755859375,118.8499984741211,119.30000305175781,119.30000305175781,60920000,118.41600036621094,117.62799987792968,116.50450019836425
1980-07-16,0.0,120.87000274658203,118.54000091552734,119.62999725341797,119.62999725341797,49140000,118.74599914550781,118.0979995727539,116.68450012207032
1980-07-17,0.0,121.83999633789062,119.43000030517578,121.44000244140625,121.44000244140625,48850000,119.64400024414063,118.67399978637695,116.9435001373291
1980-07-18,0.0,123.19000244140625,120.87999725341797,122.04000091552734,122.04000091552734,58040000,120.48400115966797,119.13199996948242,117.3125
1980-07-21,0.0,123.1500015258789,120.8499984741211,122.51000213623047,122.51000213623047,42750000,120.98400115966797,119.55400009155274,117.73500022888183
1980-07-22,0.0,123.9000015258789,121.37999725341797,122.19000244140625,122.19000244140625,52230000,121.56200103759765,119.9890007019043,118.11900024414062
1980-07-23,0.0,123.26000213623047,120.93000030517578,121.93000030517578,121.93000030517578,45890000,122.02200164794922,120.38400039672851,118.458500289917
1980-07-24,0.0,122.9800033569336,120.83000183105469,121.79000091552734,121.79000091552734,42420000,122.09200134277344,120.86800079345703,118.71200027465821
1980-07-25,0.0,121.95999908447266,119.94000244140625,120.77999877929688,120.77999877929688,36250000,121.84000091552734,121.16200103759766,118.94150009155274
1980-07-28,0.0,122.0199966430664,119.77999877929688,121.43000030517578,121.43000030517578,35330000,121.6240005493164,121.30400085449219,119.21300010681152
1980-07-29,0.0,122.98999786376953,120.76000213623047,122.4000015258789,122.4000015258789,44840000,121.66600036621094,121.6140007019043,119.62100028991699
1980-07-30,0.0,123.93000030517578,121.16000366210938,122.2300033569336,122.2300033569336,58060000,121.7260009765625,121.87400131225586,119.98600044250489
1980-07-31,0.0,122.33999633789062,119.4000015258789,121.66999816894531,121.66999816894531,54610000,121.70200042724609,121.89700088500976,120.28550033569336
1980-08-01,0.0,122.37999725341797,120.08000183105469,121.20999908447266,121.20999908447266,46440000,121.78800048828126,121.81400070190429,120.47300033569336
1980-08-04,0.0,121.62999725341797,119.41999816894531,120.9800033569336,120.9800033569336,41550000,121.69800109863282,121.6610008239746,120.60750045776368
1980-08-05,0.0,122.08999633789062,119.95999908447266,120.73999786376953,120.73999786376953,45510000,121.36600036621094,121.51600036621093,120.75250053405762
1980-08-06,0.0,122.01000213623047,119.94000244140625,121.55000305175781,121.55000305175781,45050000,121.23000030517578,121.47800064086914,120.93100051879883
1980-08-07,0.0,123.83999633789062,121.66000366210938,123.30000305175781,123.30000305175781,61820000,121.55600128173828,121.62900085449219,121.24850082397461
1980-08-08,0.0,125.2300033569336,122.81999969482422,123.61000061035156,123.61000061035156,58860000,122.03600158691407,121.91200103759766,121.53700103759766
1980-08-11,0.0,125.30999755859375,122.8499984741211,124.77999877929688,124.77999877929688,44690000,122.79600067138672,122.24700088500977,121.77550086975097
1980-08-12,0.0,125.77999877929688,123.29000091552734,123.79000091552734,123.79000091552734,52050000,123.40600128173828,122.38600082397461,122.00000076293945
1980-08-13,0.0,124.66999816894531,122.48999786376953,123.27999877929688,123.27999877929688,44350000,123.75200042724609,122.49100036621094,122.1825008392334
1980-08-14,0.0,125.62000274658203,122.68000030517578,125.25,125.25,47700000,124.14199981689453,122.8490005493164,122.37300071716308
1980-08-15,0.0,126.61000061035156,124.56999969482422,125.72000122070312,125.72000122070312,47780000,124.56399993896484,123.30000076293945,122.55700073242187
1980-08-18,0.0,125.27999877929688,122.81999969482422,123.38999938964844,123.38999938964844,41890000,124.28600006103515,123.54100036621094,122.60100059509277
1980-08-19,0.0,124.0,121.97000122070312,122.5999984741211,122.5999984741211,41930000,124.04799957275391,123.7270004272461,122.62150039672852
1980-08-20,0.0,124.2699966430664,121.91000366210938,123.7699966430664,123.7699966430664,42560000,124.14599914550782,123.94899978637696,122.71350021362305
1980-08-21,0.0,125.98999786376953,123.61000061035156,125.45999908447266,125.45999908447266,50770000,124.18799896240235,124.16499938964844,122.89700012207031
1980-08-22,0.0,127.77999877929688,125.18000030517578,126.0199966430664,126.0199966430664,58210000,124.247998046875,124.40599899291992,123.15900001525878
1980-08-25,0.0,126.27999877929688,124.6500015258789,125.16000366210938,125.16000366210938,35400000,124.60199890136718,124.44399948120117,123.34550018310547
1980-08-26,0.0,126.29000091552734,124.01000213623047,124.83999633789062,124.83999633789062,41700000,125.0499984741211,124.5489990234375,123.46749992370606
1980-08-27,0.0,124.9800033569336,122.93000030517578,123.5199966430664,123.5199966430664,44000000,124.9999984741211,124.57299880981445,123.5319995880127
1980-08-28,0.0,123.91000366210938,121.61000061035156,122.08000183105469,122.08000183105469,39890000,124.3239990234375,124.25599899291993,123.55249977111816
1980-08-29,0.0,123.01000213623047,121.05999755859375,122.37999725341797,122.37999725341797,33510000,123.59599914550782,123.9219985961914,123.61099967956542
1980-09-02,0.0,124.36000061035156,121.79000091552734,123.73999786376953,123.73999786376953,35290000,123.31199798583984,123.95699844360351,123.74899940490722
1980-09-03,0.0,126.43000030517578,123.87000274658203,126.12000274658203,126.12000274658203,52370000,123.56799926757813,124.3089988708496,124.01799964904785
1980-09-04,0.0,127.69999694824219,124.41999816894531,125.41999816894531,125.41999816894531,59030000,123.9479995727539,124.4739990234375,124.21149940490723
1980-09-05,0.0,126.12000274658203,124.08000183105469,124.87999725341797,124.87999725341797,37990000,124.50799865722657,124.41599884033204,124.29049911499024
1980-09-08,0.0,125.66999816894531,122.77999877929688,123.30999755859375,123.30999755859375,42050000,124.69399871826172,124.14499893188477,124.27549896240234
1980-09-09,0.0,124.5199966430664,121.94000244140625,124.06999969482422,124.06999969482422,44460000,124.75999908447265,124.03599853515625,124.23999900817871
1980-09-10,0.0,125.94999694824219,123.5999984741211,124.80999755859375,124.80999755859375,51430000,124.497998046875,124.03299865722656,124.29099884033204
1980-09-11,0.0,126.4800033569336,124.19000244140625,125.66000366210938,125.66000366210938,44770000,124.5459991455078,124.24699935913085,124.40999908447266
1980-09-12,0.0,126.75,124.72000122070312,125.54000091552734,125.54000091552734,47180000,124.6779998779297,124.59299926757812,124.42449913024902
1980-09-15,0.0,126.3499984741211,124.08999633789062,125.66999816894531,125.66999816894531,44630000,125.15,124.92199935913087,124.42199897766113
1980-09-16,0.0,127.77999877929688,125.1500015258789,126.73999786376953,126.73999786376953,57290000,125.68399963378906,125.22199935913086,124.5894989013672
1980-09-17,0.0,129.67999267578125,126.37000274658203,128.8699951171875,128.8699951171875,63990000,126.49599914550781,125.4969985961914,124.9029987335205
1980-09-18,0.0,130.3800048828125,127.62999725341797,128.39999389648438,128.39999389648438,63390000,127.04399719238282,125.79499816894531,125.1344985961914
1980-09-19,0.0,130.3300018310547,127.56999969482422,129.25,129.25,53780000,127.78599700927734,126.23199844360352,125.32399864196778
1980-09-22,0.0,130.99000549316406,127.88999938964844,130.39999389648438,130.39999389648438,53140000,128.73199615478515,126.94099807739258,125.54299850463867
1980-09-23,0.0,132.1699981689453,128.5500030517578,129.42999267578125,129.42999267578125,64390000,129.2699951171875,127.47699737548828,125.75649795532226
1980-09-24,0.0,131.33999633789062,128.4499969482422,130.3699951171875,130.3699951171875,56860000,129.5699951171875,128.03299713134766,126.0329978942871
1980-09-25,0.0,131.52999877929688,128.1300048828125,128.72000122070312,128.72000122070312,49510000,129.63399658203124,128.33899688720703,126.29299812316894
1980-09-26,0.0,128.1699981689453,125.29000091552734,126.3499984741211,126.3499984741211,49460000,129.05399627685546,128.4199966430664,126.50649795532226
1980-09-29,0.0,125.41000366210938,122.87000274658203,123.54000091552734,123.54000091552734,46410000,127.68199768066407,128.2069969177246,126.56449813842774
1980-09-30,0.0,126.08999633789062,123.54000091552734,125.45999908447266,125.45999908447266,40290000,126.88799896240235,128.07899703979493,126.65049819946289
1980-10-01,0.0,127.87999725341797,124.66000366210938,127.12999725341797,127.12999725341797,48720000,126.23999938964843,127.90499725341797,126.70099792480468
1980-10-02,0.0,128.82000732421875,126.04000091552734,128.08999633789062,128.08999633789062,46160000,126.11399841308594,127.87399749755859,126.83449783325196
1980-10-03,0.0,130.44000244140625,127.6500015258789,129.3300018310547,129.3300018310547,47510000,126.70999908447266,127.88199768066406,127.05699806213379
1980-10-06,0.0,132.3800048828125,129.35000610351562,131.72999572753906,131.72999572753906,50130000,128.347998046875,128.01499786376954,127.47799797058106
1980-10-07,0.0,132.8800048828125,130.10000610351562,131.0,131.0,50310000,129.45599822998048,128.1719985961914,127.82449798583984
1980-10-08,0.0,132.77999877929688,130.27999877929688,131.64999389648438,131.64999389648438,46580000,130.35999755859376,128.29999847412108,128.16649780273437
1980-10-09,0.0,132.64999389648438,130.25,131.0399932861328,131.0399932861328,43980000,130.9499969482422,128.53199768066406,128.43549728393555
1980-10-10,0.0,132.14999389648438,129.5800018310547,130.2899932861328,130.2899932861328,44040000,131.14199523925782,128.92599716186524,128.67299690246583
1980-10-13,0.0,132.4600067138672,129.3699951171875,132.02999877929688,132.02999877929688,31360000,131.20199584960938,129.77499694824218,128.9909969329834
1980-10-14,0.0,133.57000732421875,131.16000366210938,132.02000427246094,132.02000427246094,48830000,131.40599670410157,130.430997467041,129.25499725341797
